Fiscal Year,Related Govt Units,Organization Group Code,Organization Group,Department Code,Department,Program Code,Program,Character Code,Character,Object Code,Object,Sub-object Code,Sub-object,Fund Type Code,Fund Type,Fund Code,Fund,Fund Category Code,Fund Category,Purchase Order,Supplier & Other Non-Supplier Payees,Vouchers Paid,Vouchers Pending,Encumbrance Balance,Vouchers Pending Retainage,data_as_of,data_loaded_at,Non-Profit Indicator,Contract Number,Contract Title,Purchase Order Date,Purchasing Authority Description
2007,No,2,"Public Works, Transportation & Commerce",WTR,WTR Water Enterprise,BDM,Water Treatment,521,Non Personnel Services,531,Rents & Leases-Equipment,531990,Other Equipment Rentals,5W,PUC Water Department Funds,5WAAA,Water Operating Fund,1.0,Operating,POUW0600056001,WESCO GASES INC,267.02,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,6,General Administration & Finance,TIS,DT GSA - Technology,BIU,Administration,521,Non Personnel Services,532,Utilities,532310,Telephone Chrgs (Tis Use Only),6I,Internal Service Funds,6ITIF,Telecomm. & Information Svcs Fund,1.0,Operating,DPTI0700011301,A T & T,199911.52,113172.32,,46916.16,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,1,Public Protection,POL,POL Police,ACM,Operations And Administration,521,Non Personnel Services,535,Other Current Expenses,535710,Subscriptions,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPPC0700005401,THOMSON REUTERS/BARCLAYS,13643.98,673.8,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,5,Culture & Recreation,LIB,LIB Public Library,EGF,Community Partnerships And Programming,540,Materials & Supplies,543,Equipment Maintenance Supplies,543990,Other Equipment Maint Supplies,2S,Special Revenue Funds,2SLIB,Public Library Fund,1.0,Operating,DPLB0650046501,B B I ENGINEERING INC,1548.56,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,4,Community Health,DPH,DPH Public Health,D1H,SFGH - Acute Care - Hospital,540,Materials & Supplies,544,Hospital;Clinic & Lab Supplies,544410,Medical Supplies,5H,General Hospital Medical Center Funds,5HAAA,General Hopsital Operating Fund,1.0,Operating,Direct Payments,PACIFIC LABELING PLUS,11511.19,1142.57,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BEN,Rail & Bus Services,540,Materials & Supplies,541,Inventories,541100,Inventories-Purchase,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1.0,Operating,DPPT0700391301,MALTBY ELECTRIC SUPPLY CO INC,606.65,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,2,"Public Works, Transportation & Commerce",PRT,PRT Port,BKO,Administration,521,Non Personnel Services,525,Entertainment And Promotion,525010,Promotional & Entertainmnt Exp,5P,Port Of San Francisco Funds,5PAAA,Port Operating Fund,1.0,Operating,Direct Payments,RUBY SAILING,1044.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,4,Community Health,DPH,DPH Public Health,DMM,Mental Health - Community Care,521,Non Personnel Services,527,Profess & Specialized Svcs,527890,Other Medical Services,1G,General Fund,1GAGF,General Fund,3.0,Continuing Projects,Direct Payments,YVONNE MADERA-JAFFE MFT,8215.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BEN,Rail & Bus Services,540,Materials & Supplies,543,Equipment Maintenance Supplies,543310,Vehicle Parts-Supplies,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1.0,Operating,DPPT0650137902,BAYSHORE ENGINE REBUILDERS,835.45,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,5,Culture & Recreation,LIB,LIB Public Library,EGD,Collection Technical Services,521,Non Personnel Services,527,Profess & Specialized Svcs,527990,Other Professional Services,2S,Special Revenue Funds,2SLIB,Public Library Fund,1.0,Operating,DPLB0700014101,HOUCHEN BINDERY LTD,96523.73,0.0,,2476.27,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,2,"Public Works, Transportation & Commerce",HHP,HHP Hetch Hetchy Water & Power,BDK,Water Transmission/ Distribution,540,Materials & Supplies,543,Equipment Maintenance Supplies,543310,Vehicle Parts-Supplies,5T,PUC Hetch Hetchy Funds,5TAAA,Hetch Hetchy Operating Fund,1.0,Operating,DPUH0700218401,FLEMING DISTRIBUTING,359.07,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,2,"Public Works, Transportation & Commerce",PRT,PRT Port,BK9,Engineering & Environmental,521,Non Personnel Services,525,Entertainment And Promotion,525010,Promotional & Entertainmnt Exp,5P,Port Of San Francisco Funds,5PAAA,Port Operating Fund,1.0,Operating,Direct Payments,JITTERS & SHAKES INC,154.5,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,5,Culture & Recreation,REC,REC Recreation & Park Commsn,ECR,Citywide Facilities,540,Materials & Supplies,542,Building & Constructn Supplies,542510,Painters Supplies,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPRP0700033001,G & R PAINT CO INC,2506.35,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,2,"Public Works, Transportation & Commerce",WTR,WTR Water Enterprise,BDJ,Water Source Of Supply,521,Non Personnel Services,535,Other Current Expenses,535990,Other Current Expenses,5W,PUC Water Department Funds,5WAAA,Water Operating Fund,1.0,Operating,Direct Payments,H ERNEST CHEN,125.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,CAO,Administrative Support,540,Materials & Supplies,549,Other Materials & Supplies,549510,Other Office Supplies,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPSS0700039401,L C I COMPUTER & OFFICE PRODUCTS,291.66,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,2,"Public Works, Transportation & Commerce",DPW,DPW GSA - Public Works,BAW,City Capital Projects,540,Materials & Supplies,542,Building & Constructn Supplies,542980,Other Construction Materials,5C,PUC Wastewater Funds,5CCPF,Wastewater Capital Projects Fund,3.0,Continuing Projects,Direct Payments,BAYSHORE METALS INC,1673.54,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,BGH,"Facilities Maintenance,Construction",560,Capital Outlay,567,Blds;Structures & Improvements,567110,Bldg Struct Imprv-Direct Purch,5A,SF International Airport Funds,5ACPF,Airport Capital Projects Fund,3.0,Continuing Projects,ENAC0700000102,J M B CONSTRUCTION,243086.75,0.0,,171055.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,1,Public Protection,JUV,JUV Juvenile Probation,AKF,Log Cabin Ranch,540,Materials & Supplies,547,Fuels And Lubricants,547990,Fuels & Lubricants,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPJV0700043001,HERITAGE OPERATING LP DBA NORTHERN ENERG,653.87,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,2,"Public Works, Transportation & Commerce",CWP,WWE Wastewater Enterprise,BDC,Wastewater Treatment,521,Non Personnel Services,529,Maintenance Svcs-Equipment,529990,Other Equip Maint,5C,PUC Wastewater Funds,5CAAA,Wastewater Operating Fund,1.0,Operating,DPWP0700177801,U S ENERGY,1000.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BEN,Rail & Bus Services,540,Materials & Supplies,543,Equipment Maintenance Supplies,543310,Vehicle Parts-Supplies,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1.0,Operating,DPPT0700526802,PRIORITY 1 PUB SAFETY EQUIP INSTLTN INC,0.0,0.0,,100.36,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BEN,Rail & Bus Services,540,Materials & Supplies,549,Other Materials & Supplies,549990,Other Materials & Supplies,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1.0,Operating,DPPT0700335801,BAY AREA FLOOR MACHINE CO SALES & SVC,634.17,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,1,Public Protection,DAT,DAT District Attorney,AIA,Felony Prosecution,540,Materials & Supplies,546,Food,546990,Food,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPDA0700016901,ARGUELLO CATERING CO,209.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,4,Community Health,DPH,DPH Public Health,DPH,Comm Hlth - Prevention - Hlth Education,540,Materials & Supplies,546,Food,546990,Food,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPHC0700053601,RAINBOW GROCERY COOPERATIVE INC,449.3,799.98,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,6,General Administration & Finance,REG,REG Elections,FCH,Elections,521,Non Personnel Services,527,Profess & Specialized Svcs,527100,Payments To Poll Workers,1G,General Fund,1GAGF,General Fund,1.0,Operating,Direct Payments,GABRIELLA GOMEZ,127.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,1,Public Protection,POL,POL Police,ACM,Operations And Administration,540,Materials & Supplies,545,Safety,545310,Uniforms,1G,General Fund,1GAGF,General Fund,1.0,Operating,POPC0600025701,GOLDEN BEAR SPORTSWEAR,3092.27,0.0,,20099.59,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,5,Culture & Recreation,LIB,LIB Public Library,CBF,Children's Services,521,Non Personnel Services,527,Profess & Specialized Svcs,527990,Other Professional Services,2S,Special Revenue Funds,2SLIB,Public Library Fund,1.0,Operating,DPLB0700021801,PAMELA M BROWN,600.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,5,Culture & Recreation,WAR,WAR War Memorial,EED,Operations & Maintenance,521,Non Personnel Services,529,Maintenance Svcs-Equipment,529990,Other Equip Maint,2S,Special Revenue Funds,2SWMF,War Memorial Fund,1.0,Operating,DPWM0700045301,SCHINDLER ELEVATOR CORP,5750.42,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BE1,Administration,540,Materials & Supplies,549,Other Materials & Supplies,549250,Minor Data Processing Equipmnt,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,5.0,Work Orders/Overhead,Direct Payments,MICROMENDERS/GC MICRO JOINT VENTURE,927.68,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,BG5,Airport Director,521,Non Personnel Services,522,Training,522020,Training Costs Paid To Vendors,5A,SF International Airport Funds,5AAAA,Airport Operating Fund,1.0,Operating,Direct Payments,C B M/BACK AVIATION SOLUTIONS,825.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,5,Culture & Recreation,ART,ART Arts Commission,EEO,Community Arts & Education,521,Non Personnel Services,535,Other Current Expenses,535210,Freight-Delivery,1G,General Fund,1GAGF,General Fund,2.0,Annual Projects,Direct Payments,PROFESSIONAL MESSENGER,169.99,20.95,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,1,Public Protection,SHF,SHF Sheriff,AFC,Custody,540,Materials & Supplies,549,Other Materials & Supplies,549810,Prisoner Institutional Items,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPSH0700074001,CHAMPION CHEMICAL COMPANY,1360.59,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,4,Community Health,DPH,DPH Public Health,DMM,Mental Health - Community Care,521,Non Personnel Services,527,Profess & Specialized Svcs,527890,Other Medical Services,1G,General Fund,1GAGF,General Fund,1.0,Operating,Direct Payments,STATE OF CALIFORNIA / DEPT OF REHABILITA,298660.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,4,Community Health,DPH,DPH Public Health,DMS,Substance Abuse - Community Care,521,Non Personnel Services,527,Profess & Specialized Svcs,527890,Other Medical Services,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPHM0700046101,ADDICTION RESEARCH & TREATMENT INC,0.0,0.0,,630000.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,2,"Public Works, Transportation & Commerce",WTR,WTR Water Enterprise,BDM,Water Treatment,540,Materials & Supplies,544,Hospital;Clinic & Lab Supplies,544310,Laboratory Supplies,5W,PUC Water Department Funds,5WAAA,Water Operating Fund,1.0,Operating,DPUW0700505901,C & C SCIENTIFIC INTERNATIONAL INC,548.83,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BEN,Rail & Bus Services,540,Materials & Supplies,541,Inventories,541100,Inventories-Purchase,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1.0,Operating,DPPT0650215601,VALLEY POWER SYSTEMS NORTH INC,157.7,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,1,Public Protection,POL,POL Police,ACM,Operations And Administration,540,Materials & Supplies,545,Safety,545210,Ordnance,1G,General Fund,1GAGF,General Fund,1.0,Operating,POPC0700000301,SAN DIEGO POLICE EQUIPMENT CO INC,5633.32,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,1,Public Protection,POL,POL Police,ACV,Office Of Citizen Complaints,540,Materials & Supplies,549,Other Materials & Supplies,549510,Other Office Supplies,1G,General Fund,1GAGF,General Fund,1.0,Operating,Direct Payments,UPTIME RESOURCES,508.1,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,2,"Public Works, Transportation & Commerce",HHP,HHP Hetch Hetchy Water & Power,BDK,Water Transmission/ Distribution,540,Materials & Supplies,542,Building & Constructn Supplies,542210,Hardware,5T,PUC Hetch Hetchy Funds,5TAAA,Hetch Hetchy Operating Fund,1.0,Operating,DPUH0700153301,E B BRADLEY CO,68.71,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,2,"Public Works, Transportation & Commerce",PUC,PUB Public Utilities Bureaus,BCI,Water Capital Projects,521,Non Personnel Services,527,Profess & Specialized Svcs,527070,Env Contractor-Consulting Svcs,5W,PUC Water Department Funds,5WCPF,Water Capital Projects Fund,3.0,Continuing Projects,DPUW0700284901,ESA/ORION JOINT VENTURE,0.0,0.0,,96800.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,4,Community Health,DPH,DPH Public Health,D1H,SFGH - Acute Care - Hospital,540,Materials & Supplies,542,Building & Constructn Supplies,542210,Hardware,5H,General Hospital Medical Center Funds,5HAAA,General Hopsital Operating Fund,1.0,Operating,DPHG0700023701,ZACK ELECTRONICS,612.35,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,2,"Public Works, Transportation & Commerce",WTR,WTR Water Enterprise,BDA,Administration,540,Materials & Supplies,542,Building & Constructn Supplies,542110,Electrical,5W,PUC Water Department Funds,5WAAA,Water Operating Fund,1.0,Operating,DPUW0700185401,MALTBY ELECTRIC SUPPLY CO INC,94.34,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,FFI,Real Estate Services,521,Non Personnel Services,535,Other Current Expenses,535510,Copy Machine,2S,Special Revenue Funds,2SRPF,Real Property Fund,3.0,Continuing Projects,DPRE0700019701,KONICA MINOLTA BUSINESS SOLUTNS USA INC,577.98,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,5,Culture & Recreation,REC,REC Recreation & Park Commsn,EAA,Golden Gate Park,540,Materials & Supplies,549,Other Materials & Supplies,549110,Agricultural Supplies,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPRP0700025901,MCCONKEY J M & CO INC,2454.99,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BEN,Rail & Bus Services,540,Materials & Supplies,541,Inventories,541100,Inventories-Purchase,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1.0,Operating,DPPT0650173201,KIRK'S AUTOMOTIVE INC,1885.46,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,3,Human Welfare & Neighborhood Development,CHF,CHF Children;Youth & Families,FAL,Children's Baseline,538,City Grant Programs,538,City Grant Programs,538010,Community Based Org Srvcs,2S,Special Revenue Funds,2SCHF,Children's Fund,3.0,Continuing Projects,POCH0600029801,SAN FRANCISCO UNIFIED SCHOOL DISTRICT,102275.86,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,2,"Public Works, Transportation & Commerce",WTR,WTR Water Enterprise,BDM,Water Treatment,521,Non Personnel Services,529,Maintenance Svcs-Equipment,529990,Other Equip Maint,5W,PUC Water Department Funds,5WAAA,Water Operating Fund,1.0,Operating,DPUW0700088201,G B K ENTERPRISES,1719.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,5,Culture & Recreation,REC,REC Recreation & Park Commsn,ECD,Structural Maintenance,540,Materials & Supplies,542,Building & Constructn Supplies,542980,Other Construction Materials,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPRP0700159701,R E P NUT N BOLT GUY,834.68,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,2,"Public Works, Transportation & Commerce",DPW,DPW GSA - Public Works,BA1,Urban Forestry,521,Non Personnel Services,535,Other Current Expenses,535520,Printing,2S,Special Revenue Funds,2SPWF,"Public Works, Transp. & Commerce Fund",5.0,Work Orders/Overhead,POUF0700000501,HAWKINS TRAFFIC SAFETY SUPPLY,4203.09,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,FFI,Real Estate Services,521,Non Personnel Services,527,Profess & Specialized Svcs,527410,Realty Services,2S,Special Revenue Funds,2SRPF,Real Property Fund,3.0,Continuing Projects,DPRE0700007601,HAMILTON RICCI & ASSOCIATES INC,5500.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,2,"Public Works, Transportation & Commerce",WTR,WTR Water Enterprise,BDA,Administration,540,Materials & Supplies,543,Equipment Maintenance Supplies,543310,Vehicle Parts-Supplies,5W,PUC Water Department Funds,5WAAA,Water Operating Fund,1.0,Operating,DPUW0700427401,TEREX UTILITIES INC,890.94,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,4,Community Health,DPH,DPH Public Health,DA5,Laguna Honda - Long Term Care,540,Materials & Supplies,549,Other Materials & Supplies,549410,Minor Furnishings,5L,Laguna Honda Hospital Funds,5LAAA,Laguna Honda Operating Fund,1.0,Operating,DPHL0700082301,EAST BAY RESTAURANT SUPPLY,0.0,0.0,,496.08,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BEN,Rail & Bus Services,540,Materials & Supplies,541,Inventories,541100,Inventories-Purchase,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1.0,Operating,DPPT0700132801,BORDEN DECAL,2316.48,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,4,Community Health,DPH,DPH Public Health,DSP,Comm Hlth - Comm Support - Housing,521,Non Personnel Services,527,Profess & Specialized Svcs,527990,Other Professional Services,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPHC0700039201,LUTHERAN SOCIAL SERVICES OF NORTHERN CAL,83963.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,6,General Administration & Finance,CAT,CAT City Attorney,FC2,Legal Service,521,Non Personnel Services,529,Maintenance Svcs-Equipment,529110,Dp-Wp Equipment Maint,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPCT0700002101,CARRIER CORP,5107.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,2,"Public Works, Transportation & Commerce",HHP,HHP Hetch Hetchy Water & Power,BDI,Power Infrastructure Development,540,Materials & Supplies,543,Equipment Maintenance Supplies,543310,Vehicle Parts-Supplies,5T,PUC Hetch Hetchy Funds,5TAAA,Hetch Hetchy Operating Fund,1.0,Operating,POUH0600018002,PATTERSON PARTS INC,1544.78,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,6,General Administration & Finance,MYR,MYR Mayor,FAB,Community Investment,538,City Grant Programs,538,City Grant Programs,538010,Community Based Org Srvcs,2S,Special Revenue Funds,2SCDB,Community Development Fund,4.0,Grants,DPMO0700009301,NORTHEAST COMMUNITY FEDERAL CREDIT UNION,87823.07,22176.93,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,5,Culture & Recreation,REC,REC Recreation & Park Commsn,ECR,Citywide Facilities,540,Materials & Supplies,549,Other Materials & Supplies,549990,Other Materials & Supplies,2S,Special Revenue Funds,2SCRF,Culture & Recreation Fund,1.0,Operating,DPRP0700140001,HENDERSON MARINE SUPPLY LLC,145.95,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,2,"Public Works, Transportation & Commerce",CWP,WWE Wastewater Enterprise,BDC,Wastewater Treatment,540,Materials & Supplies,549,Other Materials & Supplies,549250,Minor Data Processing Equipmnt,5C,PUC Wastewater Funds,5CAAA,Wastewater Operating Fund,1.0,Operating,POWP0700014801,XTECH,4688.35,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2007,No,2,"Public Works, Transportation & Commerce",DPW,DPW GSA - Public Works,BAZ,Street Environmental Services,540,Materials & Supplies,545,Safety,545990,Other Safety Expenses,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPSE0700025401,BRENTON SAFETY SOLUTIONS DIV OF MALLORY,2461.43,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
